Date,GTJPYII5Y.Govt,GTJPYII10Y.Govt,JPCPIXFF.Index,JNCPIYOY.Index,GJGB40.Index,GJGB30.Index,GJGB10.Index,GJGB5.Index,GJGB2.Index,GJGB1.Index,GJGB3M.Index,TI0003M.Index,JPINGAA5.Index,JPINGAA1.Index,JPINGAA3.Index
2019-03-05,-0.425,-0.29,,,0.729,0.65,0.01,-0.135,-0.137,-0.138,,0.06909,,,
2019-03-06,-0.433,-0.299,,,0.709,0.631,-0.004,-0.145,-0.14,-0.141,-0.155,0.06909,,,
2019-03-07,-0.434,-0.306,,,0.698,0.621,-0.007,-0.142,-0.142,-0.14,-0.155,0.06909,,,
2019-03-08,-0.44,-0.324,,,0.657,0.585,-0.033,-0.152,-0.146,-0.14,-0.131,0.06909,,,
2019-03-11,-0.444,-0.324,,,0.655,0.587,-0.033,-0.15,-0.148,-0.142,-0.129,0.06909,,,
2019-03-12,-0.445,-0.312,,,0.663,0.596,-0.028,-0.153,-0.149,-0.146,-0.129,0.06909,,,
2019-03-13,-0.457,-0.316,,,0.639,0.576,-0.042,-0.163,-0.154,-0.149,-0.131,0.06909,,,
2019-03-14,-0.456,-0.326,,,0.633,0.57,-0.041,-0.167,-0.162,-0.157,-0.14,0.06909,,,
2019-03-15,-0.449,-0.329,,,0.647,0.582,-0.034,-0.16,-0.154,-0.151,-0.11,0.06909,,,
2019-03-18,-0.452,-0.332,,,0.648,0.583,-0.035,-0.161,-0.154,-0.15,-0.108,0.06909,,,
2019-03-19,-0.458,-0.335,,,0.622,0.563,-0.04,-0.161,-0.162,-0.158,-0.118,0.06909,,,
2019-03-20,-0.456,-0.329,,,0.638,0.573,-0.036,-0.162,-0.157,-0.158,-0.139,0.06909,,,
2019-03-21,,,,,0.638,0.573,-0.036,-0.162,-0.157,-0.158,,,,,
2019-03-22,-0.482,-0.36,,,0.593,0.527,-0.069,-0.186,-0.172,-0.174,-0.126,0.06909,,,
2019-03-25,-0.491,-0.368,,,0.564,0.501,-0.084,-0.192,-0.18,-0.183,-0.134,0.06909,,,
2019-03-26,-0.47,-0.359,,,0.605,0.539,-0.065,-0.176,-0.167,-0.177,-0.134,0.06909,,,
2019-03-27,-0.476,-0.366,,,0.601,0.536,-0.067,-0.178,-0.167,-0.149,-0.133,0.06909,,,
2019-03-28,-0.478,-0.367,,,0.558,0.496,-0.09,-0.19,-0.175,-0.161,-0.134,0.06909,,,
2019-03-29,-0.478,-0.366,,,0.564,0.505,-0.081,-0.195,-0.169,-0.17,-0.133,0.06909,,,
2019-03-31,,,,0.5,,,,,,,,,1.1,0.9,1.1
2019-04-01,-0.47,-0.355,,,0.582,0.525,-0.073,-0.184,-0.168,-0.165,-0.119,0.06909,,,
2019-04-02,-0.452,-0.341,,,0.576,0.525,-0.062,-0.17,-0.155,-0.152,-0.119,0.06909,,,
2019-04-03,-0.459,-0.347,,,0.557,0.518,-0.045,-0.167,-0.153,-0.152,-0.107,0.06909,,,
2019-04-04,-0.455,-0.354,,,0.556,0.522,-0.044,-0.166,-0.155,-0.155,-0.108,0.06909,,,
2019-04-05,-0.446,-0.352,,,0.572,0.55,-0.029,-0.154,-0.149,-0.145,-0.097,0.06909,,,
2019-04-08,-0.455,-0.362,,,0.563,0.541,-0.045,-0.164,-0.155,-0.15,-0.115,0.06909,,,
2019-04-09,-0.439,-0.358,,,0.565,0.541,-0.048,-0.166,-0.161,-0.157,-0.125,0.06909,,,
2019-04-10,-0.432,-0.353,,,0.553,0.535,-0.053,-0.166,-0.163,-0.158,-0.134,0.06909,,,
2019-04-11,-0.417,-0.342,,,0.536,0.518,-0.055,-0.167,-0.161,-0.161,-0.143,0.06909,,,
2019-04-12,-0.408,-0.326,,,0.533,0.523,-0.056,-0.17,-0.161,-0.166,-0.143,0.06909,,,
2019-04-15,-0.399,-0.363,,,0.569,0.555,-0.025,-0.155,-0.156,-0.163,-0.172,0.06909,,,
2019-04-16,-0.386,-0.284,,,0.567,0.545,-0.022,-0.142,-0.148,-0.159,-0.182,0.06909,,,
2019-04-17,-0.366,-0.264,,,0.604,0.584,-0.006,-0.131,-0.142,-0.158,-0.179,0.06909,,,
2019-04-18,-0.375,-0.261,,,0.591,0.56,-0.027,-0.153,-0.152,-0.163,-0.178,0.06909,,,
2019-04-19,-0.378,-0.264,,,0.623,0.596,-0.03,-0.151,-0.15,-0.157,-0.171,0.06909,,,
2019-04-22,-0.381,-0.265,,,0.624,0.588,-0.031,-0.148,-0.149,-0.137,-0.111,0.06909,,,
2019-04-23,-0.381,-0.268,,,0.609,0.575,-0.028,-0.147,-0.148,-0.158,-0.116,0.06909,,,
2019-04-24,-0.381,-0.281,,,0.598,0.567,-0.037,-0.152,-0.149,-0.148,-0.134,0.06909,,,
2019-04-25,-0.381,-0.291,,,0.621,0.585,-0.031,-0.156,-0.145,-0.156,-0.123,0.06909,,,
2019-04-26,-0.404,-0.327,,,0.602,0.566,-0.04,-0.161,-0.149,-0.157,-0.144,0.06909,,,
2019-04-29,,,,,0.602,0.566,-0.04,-0.161,-0.149,-0.157,,,,,
2019-04-30,,,,0.9,0.602,0.566,-0.04,-0.161,-0.149,-0.157,,,,,
2019-05-01,,,,,0.602,0.566,-0.04,-0.161,-0.149,-0.157,,,,,
2019-05-02,,,,,0.602,0.566,-0.04,-0.161,-0.149,-0.157,,,,,
2019-05-03,,,,,0.602,0.566,-0.04,-0.161,-0.149,-0.157,,,,,
2019-05-06,,,,,0.602,0.566,-0.04,-0.161,-0.149,-0.157,,,,,
2019-05-07,-0.411,-0.336,,,0.586,0.548,-0.052,-0.164,-0.152,-0.155,-0.141,0.06909,,,
2019-05-08,-0.41,-0.332,,,0.571,0.536,-0.049,-0.162,-0.153,-0.154,-0.13,0.06909,,,
2019-05-09,-0.403,-0.306,,,0.568,0.537,-0.048,-0.163,-0.155,-0.158,-0.101,0.06909,,,
2019-05-10,-0.4,-0.309,,,0.566,0.541,-0.049,-0.164,-0.157,-0.157,-0.119,0.06909,,,
2019-05-13,-0.394,-0.321,,,0.572,0.545,-0.048,-0.163,-0.156,-0.155,-0.154,0.06909,,,
2019-05-14,-0.395,-0.326,,,0.568,0.539,-0.05,-0.161,-0.156,-0.158,-0.157,0.06909,,,
2019-05-15,-0.4,-0.335,,,0.561,0.535,-0.051,-0.16,-0.155,-0.158,-0.158,0.06909,,,
2019-05-16,-0.409,-0.346,,,0.544,0.515,-0.061,-0.166,-0.156,-0.157,-0.156,0.06909,,,
2019-05-17,-0.402,-0.337,,,0.561,0.532,-0.052,-0.162,-0.156,-0.155,-0.153,0.06909,,,
2019-05-20,-0.395,-0.332,,,0.577,0.546,-0.043,-0.157,-0.154,-0.153,-0.14,0.06909,,,
2019-05-21,-0.396,-0.33,,,0.568,0.541,-0.045,-0.156,-0.152,-0.151,-0.143,0.06909,,,
2019-05-22,-0.398,-0.328,,,0.547,0.52,-0.056,-0.161,-0.152,-0.148,-0.145,0.06909,,,
2019-05-23,-0.389,-0.327,,,0.545,0.516,-0.059,-0.163,-0.151,-0.144,-0.147,0.06909,,,
2019-05-24,-0.393,-0.335,,,0.533,0.506,-0.07,-0.169,-0.152,-0.148,-0.15,0.06909,,,
2019-05-27,-0.402,-0.336,,,0.534,0.51,-0.069,-0.168,-0.155,-0.152,-0.094,0.06909,,,
2019-05-28,-0.404,-0.342,,,0.519,0.493,-0.072,-0.175,-0.159,-0.146,-0.097,0.06909,,,
2019-05-29,-0.419,-0.361,,,0.528,0.467,-0.09,-0.188,-0.171,-0.153,-0.102,0.06909,,,
2019-05-30,-0.405,-0.353,,,0.539,0.486,-0.079,-0.178,-0.164,-0.152,-0.106,0.06727,,,
2019-05-31,-0.413,-0.36,,0.7,0.508,0.459,-0.094,-0.193,-0.171,-0.16,-0.101,0.06727,,,
2019-06-03,-0.405,-0.35,,,0.51,0.462,-0.093,-0.198,-0.178,-0.159,-0.099,0.06727,,,
2019-06-04,-0.416,-0.358,,,0.497,0.445,-0.102,-0.206,-0.187,-0.163,-0.098,0.06727,,,
2019-06-05,-0.451,-0.377,,,0.464,0.416,-0.123,-0.24,-0.219,-0.181,-0.099,0.06727,,,
2019-06-06,-0.426,-0.371,,,0.456,0.409,-0.12,-0.234,-0.203,-0.172,-0.097,0.06727,,,
2019-06-07,-0.417,-0.371,,,0.429,0.386,-0.12,-0.232,-0.198,-0.176,-0.086,0.06727,,,
2019-06-10,-0.433,-0.382,,,0.398,0.36,-0.119,-0.229,-0.194,-0.173,-0.09,0.06727,,,
2019-06-11,-0.43,-0.387,,,0.393,0.358,-0.109,-0.218,-0.187,-0.166,-0.09,0.06727,,,
2019-06-12,-0.462,-0.401,,,0.373,0.342,-0.111,-0.221,-0.192,-0.172,-0.091,0.06727,,,
2019-06-13,-0.463,-0.402,,,0.406,0.369,-0.113,-0.224,-0.197,-0.175,-0.09,0.06727,,,
2019-06-14,-0.464,-0.415,,,0.405,0.367,-0.129,-0.232,-0.202,-0.168,-0.088,0.06727,,,
2019-06-17,-0.443,-0.395,,,0.413,0.377,-0.123,-0.222,-0.192,-0.163,-0.084,0.06727,,,
2019-06-18,-0.441,-0.395,,,0.4,0.368,-0.124,-0.225,-0.197,-0.165,-0.082,0.06727,,,
2019-06-19,-0.452,-0.387,,,0.378,0.344,-0.137,-0.238,-0.214,-0.181,-0.083,0.06727,,,
2019-06-20,-0.478,-0.4,,,0.328,0.305,-0.165,-0.262,-0.232,-0.198,-0.084,0.06727,,,
2019-06-21,-0.487,-0.407,,,0.37,0.337,-0.156,-0.261,-0.23,-0.197,-0.078,0.06727,,,
2019-06-24,-0.478,-0.396,,,0.394,0.357,-0.154,-0.259,-0.229,-0.197,-0.077,0.06727,,,
2019-06-25,-0.482,-0.396,,,0.388,0.347,-0.155,-0.262,-0.229,-0.196,-0.079,0.06727,,,
2019-06-26,-0.476,-0.391,,,0.421,0.381,-0.136,-0.247,-0.213,-0.189,-0.079,0.06727,,,
2019-06-27,-0.463,-0.384,,,0.442,0.392,-0.141,-0.243,-0.207,-0.188,-0.074,0.06727,,,
2019-06-28,-0.466,-0.389,,,0.406,0.362,-0.158,-0.256,-0.217,-0.197,-0.077,0.06727,,,
2019-06-30,,,,0.7,,,,,,,,,1.1,0.9,1
2019-07-01,-0.453,-0.38,,,0.431,0.382,-0.146,-0.243,-0.217,-0.185,-0.055,0.06727,,,
2019-07-02,-0.441,-0.377,,,0.428,0.382,-0.146,-0.236,-0.212,-0.193,-0.058,0.06727,,,
2019-07-03,-0.451,-0.348,,,0.39,0.352,-0.15,-0.248,-0.216,-0.191,-0.058,0.06727,,,
2019-07-04,-0.453,-0.354,,,0.379,0.343,-0.155,-0.25,-0.215,-0.196,-0.056,0.06727,,,
2019-07-05,-0.452,-0.357,,,0.366,0.342,-0.155,-0.246,-0.21,-0.19,-0.056,0.06727,,,
2019-07-08,-0.434,-0.354,,,0.378,0.357,-0.145,-0.234,-0.202,-0.18,-0.087,0.06727,,,
2019-07-09,-0.426,-0.347,,,0.382,0.352,-0.138,-0.223,-0.193,-0.178,-0.087,0.06727,,,
2019-07-10,-0.399,-0.331,,,0.411,0.378,-0.118,-0.206,-0.177,-0.166,-0.089,0.06727,,,
2019-07-11,-0.404,-0.331,,,0.39,0.364,-0.135,-0.22,-0.191,-0.177,-0.094,0.06727,,,
2019-07-12,-0.374,-0.31,,,0.418,0.392,-0.114,-0.203,-0.179,-0.165,-0.098,0.06727,,,
2019-07-15,,,,,0.418,0.392,-0.114,-0.203,-0.179,-0.165,,,,,
2019-07-16,-0.371,-0.301,,,0.411,0.387,-0.119,-0.211,-0.183,-0.172,-0.107,0.06727,,,
2019-07-17,-0.375,-0.3,,,0.41,0.38,-0.121,-0.211,-0.186,-0.177,-0.105,0.06727,,,
2019-07-18,-0.353,-0.308,,,0.406,0.377,-0.13,-0.219,-0.193,-0.18,-0.104,0.06727,,,
2019-07-19,-0.36,-0.311,,,0.41,0.379,-0.132,-0.227,-0.198,-0.182,-0.096,0.06727,,,
2019-07-22,-0.365,-0.311,,,0.416,0.382,-0.136,-0.227,-0.198,-0.181,-0.094,0.06727,,,
2019-07-23,-0.367,-0.317,,,0.42,0.378,-0.142,-0.229,-0.198,-0.176,-0.126,0.06727,,,
2019-07-24,-0.361,-0.319,,,0.404,0.359,-0.147,-0.231,-0.202,-0.182,-0.096,0.06727,,,
2019-07-25,-0.355,-0.323,,,0.395,0.355,-0.151,-0.235,-0.206,-0.184,-0.096,0.06727,,,
2019-07-26,-0.359,-0.327,,,0.401,0.358,-0.148,-0.234,-0.208,-0.181,-0.093,0.06727,,,
2019-07-29,-0.358,-0.323,,,0.415,0.37,-0.143,-0.229,-0.205,-0.176,-0.073,0.06727,,,
2019-07-30,-0.372,-0.326,,,0.404,0.361,-0.15,-0.238,-0.208,-0.176,-0.073,0.06727,,,
2019-07-31,-0.384,-0.329,,0.5,0.397,0.354,-0.153,-0.236,-0.202,-0.173,-0.07,0.06727,,,
2019-08-01,-0.381,-0.319,,,0.411,0.372,-0.13,-0.218,-0.183,-0.16,-0.072,0.06727,,,
2019-08-02,-0.4,-0.327,,,0.363,0.328,-0.163,-0.249,-0.201,-0.18,-0.075,0.06727,,,
2019-08-05,-0.412,-0.328,,,0.323,0.289,-0.191,-0.271,-0.211,-0.183,-0.054,0.06727,,,
2019-08-06,-0.418,-0.318,,,0.347,0.312,-0.182,-0.269,-0.219,-0.185,-0.065,0.06727,,,
2019-08-07,-0.417,-0.323,,,0.311,0.281,-0.191,-0.278,-0.227,-0.187,-0.052,0.06727,,,
2019-08-08,-0.392,-0.328,,,0.306,0.264,-0.194,-0.279,-0.236,-0.19,-0.052,0.06727,,,
2019-08-09,-0.365,-0.332,,,0.254,0.219,-0.217,-0.297,-0.265,-0.202,-0.057,0.06727,,,
2019-08-12,,,,,0.254,0.219,-0.217,-0.297,-0.265,-0.202,,,,,
2019-08-13,-0.342,-0.317,,,0.211,0.186,-0.233,-0.315,-0.28,-0.219,-0.064,0.06727,,,
2019-08-14,-0.326,-0.303,,,0.228,0.2,-0.219,-0.302,-0.268,-0.216,-0.063,0.06727,,,
2019-08-15,-0.33,-0.321,,,0.192,0.168,-0.233,-0.311,-0.277,-0.222,-0.075,0.06727,,,
2019-08-16,-0.331,-0.33,,,0.216,0.191,-0.228,-0.311,-0.273,-0.225,-0.074,0.06727,,,
2019-08-19,-0.346,-0.343,,,0.247,0.217,-0.223,-0.315,-0.277,-0.228,-0.081,0.06727,,,
2019-08-20,-0.374,-0.358,,,0.221,0.201,-0.233,-0.326,-0.293,-0.236,-0.084,0.06727,,,
2019-08-21,-0.385,-0.368,,,0.207,0.186,-0.236,-0.333,-0.3,-0.245,-0.086,0.06727,,,
2019-08-22,-0.382,-0.369,,,0.224,0.199,-0.236,-0.335,-0.301,-0.242,-0.087,0.06727,,,
2019-08-23,-0.374,-0.363,,,0.233,0.211,-0.231,-0.323,-0.293,-0.234,-0.097,0.06727,,,
2019-08-26,-0.367,-0.364,,,0.19,0.164,-0.264,-0.35,-0.312,-0.249,-0.09,0.06727,,,
2019-08-27,-0.329,-0.356,,,0.189,0.163,-0.264,-0.335,-0.295,-0.247,-0.089,0.06727,,,
2019-08-28,-0.312,-0.361,,,0.181,0.159,-0.275,-0.344,-0.303,-0.255,-0.105,0.06727,,,
2019-08-29,-0.325,-0.392,,,0.156,0.141,-0.285,-0.354,-0.309,-0.261,-0.117,0.06727,,,
2019-08-30,-0.334,-0.401,,,0.173,0.156,-0.269,-0.345,-0.296,-0.255,-0.111,0.06727,,,
2019-08-31,,,,0.3,,,,,,,,,,,
2019-09-02,-0.335,-0.393,,,0.169,0.152,-0.266,-0.345,-0.295,-0.244,-0.1,0.06727,,,
2019-09-03,-0.326,-0.399,,,0.118,0.112,-0.284,-0.347,-0.289,-0.238,-0.101,0.06727,,,
2019-09-04,-0.333,-0.404,,,0.131,0.12,-0.277,-0.345,-0.294,-0.25,-0.105,0.06727,,,
2019-09-05,-0.32,-0.397,,,0.153,0.142,-0.26,-0.329,-0.285,-0.244,-0.106,0.06727,,,
2019-09-06,-0.333,-0.394,,,0.247,0.218,-0.237,-0.333,-0.294,-0.265,-0.113,0.06727,,,
2019-09-09,-0.344,-0.401,,,0.263,0.235,-0.251,-0.341,-0.307,-0.272,-0.118,0.06727,,,
2019-09-10,-0.326,-0.381,,,0.318,0.291,-0.221,-0.314,-0.286,-0.257,-0.123,0.06727,,,
2019-09-11,-0.3,-0.356,,,0.321,0.289,-0.199,-0.284,-0.268,-0.25,-0.127,0.06727,,,
2019-09-12,-0.308,-0.357,,,0.322,0.292,-0.212,-0.3,-0.275,-0.257,-0.123,0.06727,,,
2019-09-13,-0.324,-0.322,,,0.376,0.343,-0.153,-0.251,-0.241,-0.233,-0.104,0.06727,,,
2019-09-16,,,,,0.376,0.343,-0.153,-0.251,-0.241,-0.233,,,,,
2019-09-17,-0.362,-0.325,,,0.389,0.356,-0.152,-0.256,-0.245,-0.234,-0.091,0.06727,,,
2019-09-18,-0.39,-0.343,,,0.37,0.331,-0.182,-0.292,-0.268,-0.25,-0.081,0.06727,,,
2019-09-19,-0.431,-0.358,,,0.367,0.331,-0.212,-0.32,-0.291,-0.264,-0.09,0.06727,,,
2019-09-20,-0.443,-0.344,,,0.406,0.361,-0.207,-0.327,-0.294,-0.268,-0.094,0.06727,,,
2019-09-23,,,,,0.406,0.361,-0.207,-0.327,-0.294,-0.268,,,,,
2019-09-24,-0.47,-0.356,,,0.413,0.35,-0.234,-0.353,-0.317,-0.28,-0.096,0.06727,,,
2019-09-25,-0.492,-0.372,,,0.442,0.367,-0.255,-0.382,-0.335,-0.303,-0.089,0.06727,,,
2019-09-26,-0.48,-0.358,,,0.392,0.333,-0.246,-0.365,-0.326,-0.294,-0.088,0.06727,,,
2019-09-27,-0.467,-0.355,,,0.383,0.326,-0.235,-0.356,-0.317,-0.296,-0.093,0.06727,,,
2019-09-30,-0.464,-0.348,,0.2,0.44,0.371,-0.213,-0.355,-0.315,-0.295,-0.323,0.06727,1.1,0.9,1
2019-10-01,,-0.299,,,0.486,0.412,-0.149,-0.287,-0.28,-0.27,-0.33,0.06727,,,
2019-10-02,-0.431,-0.312,,,0.47,0.399,-0.164,-0.323,-0.303,-0.288,-0.324,0.06727,,,
2019-10-03,-0.456,-0.333,,,0.404,0.349,-0.196,-0.353,-0.324,-0.303,-0.32,0.06727,,,
2019-10-04,-0.438,-0.332,,,0.41,0.354,-0.211,-0.363,-0.331,-0.305,-0.318,0.06727,,,
2019-10-07,,-0.334,,,0.422,0.366,-0.222,-0.372,-0.33,-0.306,-0.322,0.06727,,,
2019-10-08,,-0.314,,,0.434,0.379,-0.201,-0.354,-0.316,-0.296,-0.314,0.06727,,,
2019-10-09,,-0.312,,,0.443,0.388,-0.2,-0.345,-0.308,-0.29,-0.311,0.06727,,,
2019-10-10,,-0.316,,,0.414,0.365,-0.203,-0.344,-0.304,-0.285,-0.309,0.06727,,,
2019-10-11,-0.348,-0.314,,,0.436,0.391,-0.179,-0.313,-0.291,-0.279,-0.303,0.06727,,,
2019-10-14,,,,,0.436,0.391,-0.179,-0.313,-0.291,-0.279,,,,,
2019-10-15,-0.322,-0.309,,,0.445,0.399,-0.169,-0.296,-0.276,-0.271,-0.25,0.06727,,,
2019-10-16,-0.312,-0.309,,,0.431,0.392,-0.161,-0.284,-0.26,-0.26,-0.241,0.06727,,,
2019-10-17,-0.293,-0.301,,,0.44,0.397,-0.151,-0.269,-0.247,-0.246,-0.239,0.06727,,,
2019-10-18,-0.286,-0.295,,,0.465,0.42,-0.131,-0.269,-0.232,-0.236,-0.235,0.06727,,,
2019-10-21,-0.282,-0.29,,,0.473,0.431,-0.125,-0.258,-0.233,-0.236,-0.199,0.06727,,,
2019-10-22,,,,,0.473,0.431,-0.125,-0.258,-0.233,-0.236,,,,,
2019-10-23,-0.285,-0.291,,,0.451,0.413,-0.135,-0.266,-0.244,-0.242,-0.206,0.06727,,,
2019-10-24,-0.283,-0.295,,,0.434,0.402,-0.139,-0.268,-0.241,-0.24,-0.21,0.06727,,,
2019-10-25,-0.278,-0.297,,,0.433,0.405,-0.136,-0.256,-0.229,-0.223,-0.229,0.06727,,,
2019-10-28,-0.266,-0.297,,,0.44,0.408,-0.122,-0.244,-0.207,-0.198,,0.06727,,,
2019-10-29,-0.231,-0.285,,,0.466,0.432,-0.102,-0.228,-0.2,-0.196,,0.06727,,,
2019-10-30,-0.25,-0.284,,,0.45,0.416,-0.109,-0.239,-0.214,-0.193,,0.06727,,,
2019-10-31,-0.265,-0.304,,0.2,0.429,0.389,-0.133,-0.263,-0.23,-0.208,-0.198,0.06727,,,
2019-11-01,-0.32,-0.346,,,0.381,0.348,-0.176,-0.301,-0.263,-0.234,-0.232,0.06727,,,
2019-11-04,,,,,0.381,0.348,-0.176,-0.301,-0.263,-0.234,,,,,
2019-11-05,-0.316,-0.31,,,0.418,0.39,-0.122,-0.259,-0.234,-0.208,-0.121,0.06727,,,
2019-11-06,-0.282,-0.264,,,0.432,0.409,-0.079,-0.209,-0.187,-0.172,-0.111,0.06727,,,
2019-11-07,-0.254,-0.246,,,0.451,0.428,-0.064,-0.183,-0.174,-0.153,-0.111,0.06727,,,
2019-11-08,-0.258,-0.231,,,0.485,0.458,-0.05,-0.178,-0.166,-0.158,-0.146,0.06727,,,
2019-11-11,-0.309,-0.231,,,0.479,0.451,-0.063,-0.194,-0.19,-0.182,-0.163,0.06727,,,
2019-11-12,-0.291,-0.202,,,0.522,0.492,-0.02,-0.15,-0.16,-0.159,-0.166,0.06727,,,
2019-11-13,-0.288,-0.217,,,0.504,0.474,-0.042,-0.174,-0.186,-0.183,-0.169,0.06727,,,
2019-11-14,-0.305,-0.24,,,0.481,0.452,-0.067,-0.187,-0.194,-0.184,-0.169,0.06727,,,
2019-11-15,-0.32,-0.251,,,0.487,0.455,-0.068,-0.186,-0.194,-0.192,-0.171,0.06727,,,
2019-11-18,-0.338,-0.264,,,0.483,0.446,-0.077,-0.186,-0.201,-0.203,-0.169,0.06727,,,
2019-11-19,-0.354,-0.28,,,0.483,0.448,-0.08,-0.196,-0.201,-0.202,-0.158,0.06727,,,
2019-11-20,-0.341,-0.286,,,0.448,0.416,-0.106,-0.216,-0.207,-0.207,-0.172,0.06727,,,
2019-11-21,-0.326,-0.276,,,0.43,0.401,-0.105,-0.201,-0.191,-0.191,-0.183,0.06727,,,
2019-11-22,-0.305,-0.259,,,0.461,0.431,-0.074,-0.184,-0.181,-0.185,-0.194,0.06727,,,
2019-11-25,-0.302,-0.258,,,0.476,0.446,-0.077,-0.187,-0.184,-0.184,-0.195,0.06727,,,
2019-11-26,-0.303,-0.266,,,0.449,0.419,-0.088,-0.192,-0.184,-0.184,-0.202,0.06727,,,
2019-11-27,-0.306,-0.273,,,0.426,0.394,-0.108,-0.209,-0.194,-0.187,-0.201,0.06727,,,
2019-11-28,-0.286,-0.261,,,0.448,0.413,-0.082,-0.182,-0.178,-0.168,-0.202,0.06727,,,
2019-11-29,-0.273,-0.25,,,0.453,0.416,-0.073,-0.171,-0.169,-0.158,-0.166,0.06727,,,
2019-11-30,,,,0.5,,,,,,,,,,,
2019-12-02,-0.261,-0.223,,,0.473,0.435,-0.045,-0.151,-0.158,-0.158,-0.139,0.06727,,,
2019-12-03,-0.241,-0.2,,,0.478,0.449,-0.022,-0.139,-0.151,-0.158,-0.134,0.06727,,,
2019-12-04,-0.251,-0.205,,,0.458,0.431,-0.038,-0.153,-0.155,-0.164,-0.159,0.06727,,,
2019-12-05,-0.257,-0.213,,,0.455,0.432,-0.028,-0.14,-0.151,-0.152,-0.129,0.06727,,,
2019-12-06,-0.243,-0.201,,,0.474,0.454,-0.006,-0.119,-0.135,-0.149,-0.139,0.06727,,,
2019-12-09,-0.221,-0.185,,,0.476,0.453,-0.002,-0.092,-0.124,-0.14,-0.061,0.06727,,,
2019-12-10,-0.219,-0.193,,,0.458,0.435,-0.013,-0.102,-0.115,-0.138,-0.059,0.06727,,,
2019-12-11,-0.22,-0.184,,,0.465,0.443,0.003,-0.091,-0.115,-0.131,-0.089,0.06727,,,
2019-12-12,-0.245,-0.2,,,0.466,0.445,-0.012,-0.118,-0.126,-0.133,-0.09,0.06727,,,
2019-12-13,-0.227,-0.199,,,0.454,0.431,-0.018,-0.123,-0.127,-0.145,-0.118,0.06727,,,
2019-12-16,-0.219,-0.203,,,0.438,0.418,-0.011,-0.113,-0.124,-0.137,-0.106,0.06727,,,
2019-12-17,-0.253,-0.207,,,0.437,0.418,-0.004,-0.099,-0.114,-0.139,-0.112,0.06727,,,
2019-12-18,-0.279,-0.218,,,0.439,0.421,-0.012,-0.107,-0.117,-0.141,-0.115,0.06727,,,
2019-12-19,-0.3,-0.218,,,0.445,0.428,0.003,-0.086,-0.105,-0.134,-0.106,0.06727,,,
2019-12-20,-0.264,-0.203,,,0.473,0.455,0.014,-0.076,-0.096,-0.116,-0.11,0.06727,,,
2019-12-23,-0.234,-0.19,,,0.472,0.458,0.016,-0.074,-0.091,-0.109,-0.099,0.06727,,,
2019-12-24,-0.227,-0.183,,,0.487,0.464,0.012,-0.08,-0.094,-0.121,-0.093,0.06727,,,
2019-12-25,-0.249,-0.205,,,0.451,0.43,-0.019,-0.112,-0.112,-0.118,-0.098,0.06727,,,
2019-12-26,-0.264,-0.205,,,0.465,0.446,-0.011,-0.109,-0.115,-0.12,-0.094,0.06727,,,
2019-12-27,-0.264,-0.203,,,0.466,0.444,0,-0.104,-0.124,-0.106,-0.098,0.06909,,,
2019-12-30,-0.271,-0.206,,,0.444,0.425,-0.011,-0.118,-0.131,-0.117,-0.099,0.06909,,,
2019-12-31,,,,0.8,0.444,0.425,-0.011,-0.118,-0.131,-0.117,,,1.1,0.8,1
2020-01-01,,,,,0.444,0.425,-0.011,-0.118,-0.131,-0.117,,,,,
2020-01-02,,,,,0.444,0.425,-0.011,-0.118,-0.131,-0.117,,,,,
2020-01-03,,,,,0.444,0.425,-0.011,-0.118,-0.131,-0.117,,,,,
2020-01-06,-0.273,-0.214,,,0.436,0.411,-0.02,-0.125,-0.148,-0.128,-0.093,0.06909,,,
2020-01-07,-0.261,-0.2,,,0.467,0.44,-0.005,-0.105,-0.117,-0.106,-0.087,0.06909,,,
2020-01-08,-0.255,-0.189,,,0.45,0.425,-0.002,-0.113,-0.121,-0.106,-0.087,0.06909,,,
2020-01-09,-0.256,-0.184,,,0.476,0.441,0.01,-0.105,-0.126,-0.108,-0.077,0.06909,,,
2020-01-10,-0.26,-0.18,,,0.476,0.442,0,-0.11,-0.136,-0.113,-0.096,0.06909,,,
2020-01-13,,,,,0.476,0.442,,-0.11,-0.136,-0.113,,,,,
2020-01-14,-0.249,-0.162,,,0.49,0.458,0.016,-0.085,-0.122,-0.107,-0.08,0.06909,,,
2020-01-15,-0.238,-0.168,,,0.49,0.461,0.01,-0.089,-0.121,-0.101,-0.087,0.06909,,,
2020-01-16,-0.233,-0.173,,,0.496,0.462,0.015,-0.09,-0.123,-0.104,-0.082,0.06909,,,
2020-01-17,-0.24,-0.181,,,0.498,0.464,0.003,-0.099,-0.13,-0.104,-0.085,0.06909,,,
2020-01-20,-0.256,-0.178,,,0.507,0.476,0.01,-0.095,-0.121,-0.107,-0.082,0.06909,,,
2020-01-21,-0.262,-0.179,,,0.485,0.45,0.005,-0.103,-0.124,-0.108,-0.081,0.06909,,,
2020-01-22,-0.273,-0.18,,,0.476,0.447,0.002,-0.106,-0.118,-0.109,-0.089,0.06909,,,
2020-01-23,-0.263,-0.173,,,0.449,0.415,-0.017,-0.119,-0.124,-0.11,-0.082,0.06909,,,
2020-01-24,-0.238,-0.165,,,0.439,0.41,-0.02,-0.118,-0.125,-0.11,-0.08,0.06909,,,
